"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","Att","Live_Pass Types","Dead_Pass Types","FK_Pass Types","TB_Pass Types","Sw_Pass Types","Crs_Pass Types","TI_Pass Types","CK_Pass Types","In_Corner Kicks","Out_Corner Kicks","Str_Corner Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Matches","url"
299,"Roméo Lavia","/en/players/ecad9aa5/Romeo-Lavia","be BEL","MF","Chelsea",19,2004,0.4,27,27,0,0,0,0,0,0,0,0,0,0,22,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
300,"Mario Lemina","/en/players/2b471f99/Mario-Lemina","ga GAB","MF","Wolves",29,1993,33,1470,1432,31,21,8,12,15,9,0,0,0,0,1261,7,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
301,"Clément Lenglet","/en/players/4f28a6ff/Clement-Lenglet","fr FRA","DF","Aston Villa",28,1995,12.8,918,859,58,40,0,8,3,4,0,0,0,0,822,1,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
302,"Bernd Leno","/en/players/2628fd2b/Bernd-Leno","de GER","GK","Fulham",31,1992,38,1577,1281,292,91,0,2,0,0,0,0,0,0,1250,4,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
303,"Jefferson Lerma","/en/players/9b5ce51a/Jefferson-Lerma","co COL","MF,DF","Crystal Palace",28,1994,26.7,1250,1209,36,30,8,13,14,6,0,0,0,0,1018,5,20,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
304,"Rico Lewis","/en/players/b57e066e/Rico-Lewis","eng ENG","DF,MF","Manchester City",18,2004,9,568,525,43,9,1,0,1,34,0,0,0,0,518,0,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
305,"Keane Lewis-Potter","/en/players/41f08ac8/Keane-Lewis-Potter","eng ENG","FW,DF","Brentford",22,2001,16,415,404,10,3,2,4,50,6,0,0,0,0,289,1,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
306,"Victor Lindelöf","/en/players/f5deef4c/Victor-Lindelof","se SWE","DF","Manchester Utd",29,1994,14.8,927,854,73,8,2,5,1,50,0,0,0,0,826,0,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
307,"Valentino Livramento","/en/players/afed6722/Valentino-Livramento","eng ENG","DF","Newcastle Utd",20,2002,14.6,802,697,105,4,0,1,26,101,0,0,0,0,689,0,12,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
308,"Giovani Lo Celso","/en/players/d7553721/Giovani-Lo-Celso","ar ARG","MF","Tottenham",27,1996,5.6,503,466,32,23,2,0,13,2,7,5,0,0,449,5,8,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
309,"Tom Lockyer","/en/players/37118440/Tom-Lockyer","wls WAL","DF","Luton Town",28,1994,13,422,401,20,17,1,5,1,2,0,0,0,0,301,1,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
310,"Sean Longstaff","/en/players/a2b105e0/Sean-Longstaff","eng ENG","MF","Newcastle Utd",25,1997,30.5,1241,1193,46,19,8,8,25,5,2,0,1,1,991,2,30,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
311,"Max Lowe","/en/players/7af88b33/Max-Lowe","eng ENG","DF,MF","Sheffield Utd",26,1997,5.6,130,113,17,0,0,0,8,15,2,2,0,0,84,0,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
312,"Douglas Luiz","/en/players/6f7d826d/Douglas-Luiz","br BRA","MF","Aston Villa",25,1998,33.3,2101,1857,237,129,11,13,115,6,100,61,7,2,1800,7,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
313,"Saša Lukić","/en/players/c6e8cf1f/Sasa-Lukic","rs SRB","MF","Fulham",26,1996,12.5,496,472,21,15,4,1,4,0,0,0,0,0,428,3,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
314,"Ian Maatsen","/en/players/cab9634e/Ian-Maatsen","nl NED","FW,MF","Chelsea",21,2002,2.3,138,126,12,0,1,0,8,11,1,0,1,0,97,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
315,"Alexis Mac Allister","/en/players/83d074ff/Alexis-Mac-Allister","ar ARG","MF","Liverpool",24,1998,28.9,1967,1900,61,38,14,11,32,2,11,2,9,0,1704,6,32,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
316,"James Maddison","/en/players/ee38d9c5/James-Maddison","eng ENG","MF","Tottenham",26,1996,23.7,1500,1322,167,59,14,6,133,10,96,45,34,0,1210,11,30,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
317,"Noni Madueke","/en/players/bf34eebd/Noni-Madueke","eng ENG","FW","Chelsea",21,2002,11.7,486,472,10,2,2,0,22,6,2,1,0,0,412,4,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
318,"Gabriel Magalhães","/en/players/67ac5bb8/Gabriel-Magalhaes","br BRA","DF","Arsenal",25,1997,33.8,2157,2030,122,53,2,4,4,4,0,0,0,0,1914,5,22,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
319,"Harry Maguire","/en/players/d8931174/Harry-Maguire","eng ENG","DF","Manchester Utd",30,1993,18.4,1103,1018,83,36,0,13,3,2,0,0,0,0,917,2,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
320,"Kobbie Mainoo","/en/players/c6220452/Kobbie-Mainoo","eng ENG","MF","Manchester Utd",18,2005,21.4,868,863,5,4,8,3,6,0,0,0,0,0,748,0,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
321,"Orel Mangala","/en/players/a572e291/Orel-Mangala","be BEL","MF","Nott'ham Forest",25,1998,17.4,646,639,5,4,1,2,2,0,0,0,0,0,570,2,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
322,"Benson Manuel","/en/players/d7f99582/Benson-Manuel","ao ANG","MF,FW","Burnley",26,1997,1.3,59,52,6,0,0,0,9,2,4,0,1,0,48,1,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
323,"Solly March","/en/players/bb5fbd2b/Solly-March","eng ENG","FW,DF","Brighton",29,1994,6.2,261,222,39,8,1,1,21,19,12,6,2,0,203,0,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
324,"Anthony Martial","/en/players/8b788c01/Anthony-Martial","fr FRA","FW","Manchester Utd",27,1995,5,139,131,6,0,0,0,0,0,0,0,0,0,109,2,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
325,"Gabriel Martinelli","/en/players/48a5a5d6/Gabriel-Martinelli","br BRA","FW","Arsenal",22,2001,22.4,929,878,49,3,3,3,109,11,35,30,0,0,724,2,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
326,"Emiliano Martínez","/en/players/7956236f/Emiliano-Martinez","ar ARG","GK","Aston Villa",30,1992,33.5,1436,1170,259,100,0,0,0,0,0,0,0,0,1190,7,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
327,"Lisandro Martínez","/en/players/bac46a10/Lisandro-Martinez","ar ARG","DF","Manchester Utd",25,1998,7.2,446,414,30,10,1,1,2,0,0,0,0,0,411,2,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
328,"Han-Noah Massengo","/en/players/eba1e557/Han-Noah-Massengo","fr FRA","MF,DF","Burnley",22,2001,0.2,12,11,1,0,0,0,2,1,0,0,0,0,6,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
329,"Pape Matar Sarr","/en/players/feb5d972/Pape-Matar-Sarr","sn SEN","MF","Tottenham",20,2002,23,1349,1329,18,5,6,3,25,9,1,0,0,0,1179,2,27,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
330,"Jean-Philippe Mateta","/en/players/50e6dc35/Jean-Philippe-Mateta","fr FRA","FW","Crystal Palace",26,1997,25.4,433,421,12,0,1,3,20,0,0,0,0,0,309,0,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
331,"Joël Matip","/en/players/b217ef29/Joel-Matip","cm CMR","DF","Liverpool",31,1991,8.7,564,559,4,4,0,0,0,0,0,0,0,0,494,1,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
332,"Alex Matos","/en/players/ed383e43/Alex-Matos","eng ENG","MF","Chelsea",18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
333,"Remi Matthews","/en/players/27f4f772/Remi-Matthews","eng ENG","GK","Crystal Palace",29,1994,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
334,"Neal Maupay","/en/players/4bcf39f6/Neal-Maupay","fr FRA","FW","Brentford",26,1996,14.7,392,362,28,6,5,2,8,10,1,0,0,0,282,2,28,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
335,"Neal Maupay","/en/players/4bcf39f6/Neal-Maupay","fr FRA","FW","Everton",26,1996,1.2,26,23,3,0,0,1,0,0,0,0,0,0,22,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
336,"Konstantinos Mavropanos","/en/players/00963611/Konstantinos-Mavropanos","gr GRE","DF","West Ham",25,1997,16.7,635,597,36,29,1,11,1,5,0,0,0,0,482,2,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
337,"Bryan Mbeumo","/en/players/6afaebf2/Bryan-Mbeumo","cm CMR","FW","Brentford",23,1999,21.8,765,668,89,26,15,4,92,15,47,21,10,3,511,8,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
338,"James Mcatee","/en/players/96593e89/James-Mcatee","eng ENG","MF,FW","Sheffield Utd",20,2002,20.2,530,484,42,7,6,1,36,1,7,5,0,0,362,4,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
339,"James Mcatee","/en/players/96593e89/James-Mcatee","eng ENG","MF","Manchester City",20,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
340,"Oliver McBurnie","/en/players/78b8ac63/Oliver-McBurnie","sct SCO","FW","Sheffield Utd",27,1996,14.2,408,400,3,0,1,1,5,0,0,0,0,0,242,5,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
341,"James McConnell","/en/players/bf973eeb/James-McConnell","eng ENG","MF","Liverpool",18,2004,0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
342,"John McGinn","/en/players/90f91999/John-McGinn","sct SCO","MF,FW","Aston Villa",28,1994,33.3,1223,1137,82,31,15,8,74,3,37,28,0,0,972,4,25,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
343,"Scott McKenna","/en/players/4e5a4cbc/Scott-McKenna","sct SCO","DF","Nott'ham Forest",26,1996,4.6,186,168,18,1,0,0,0,17,0,0,0,0,137,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
344,"Dwight McNeil","/en/players/fc15fb84/Dwight-McNeil","eng ENG","MF,FW","Everton",23,1999,32.1,1266,1098,158,46,14,5,229,26,82,59,14,2,874,10,62,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
345,"Scott McTominay","/en/players/d93c2511/Scott-McTominay","sct SCO","MF,FW","Manchester Utd",26,1996,21.1,655,639,13,4,2,3,4,5,0,0,0,0,528,3,19,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
346,"Ben Mee","/en/players/8df7a2fb/Ben-Mee","eng ENG","DF","Brentford",33,1989,14.1,667,594,72,15,0,3,5,56,0,0,0,0,511,1,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
347,"Hannibal Mejbri","/en/players/ca22ccb0/Hannibal-Mejbri","tn TUN","MF,FW","Manchester Utd",20,2003,1.5,38,37,1,1,2,0,1,0,0,0,0,0,31,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
348,"Teden Mengi","/en/players/91748070/Teden-Mengi","eng ENG","DF","Luton Town",21,2002,27.4,938,912,22,18,1,13,2,4,0,0,0,0,728,4,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
349,"Chris Mepham","/en/players/fed96827/Chris-Mepham","wls WAL","DF","Bournemouth",25,1997,6.9,359,350,8,5,0,1,1,3,0,0,0,0,296,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
350,"Lewis Miley","/en/players/2c6835e5/Lewis-Miley","eng ENG","MF","Newcastle Utd",17,2006,13.4,535,535,0,0,4,2,11,0,0,0,0,0,441,0,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
351,"James Milner","/en/players/2f90f6b8/James-Milner","eng ENG","DF,MF","Brighton",37,1986,8.6,585,516,66,7,4,2,29,53,6,3,0,0,492,3,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
352,"Tyrone Mings","/en/players/8397a50c/Tyrone-Mings","eng ENG","DF","Aston Villa",30,1993,0.3,5,5,0,0,1,0,0,0,0,0,0,0,5,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
353,"Tyrick Mitchell","/en/players/5cbd1eb0/Tyrick-Mitchell","eng ENG","DF,MF","Crystal Palace",23,1999,35.6,1627,1262,361,14,1,2,69,347,0,0,0,0,1177,4,70,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
354,"Kaoru Mitoma","/en/players/74618572/Kaoru-Mitoma","jp JPN","FW","Brighton",26,1997,16.5,650,639,9,1,3,0,44,7,1,0,0,0,509,2,18,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
355,"Aleksandar Mitrović","/en/players/3925dbd6/Aleksandar-Mitrovic","rs SRB","FW","Fulham",28,1994,0.4,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
356,"Jakub Moder","/en/players/f230bc30/Jakub-Moder","pl POL","MF,DF","Brighton",24,1999,6.9,304,292,9,2,1,0,6,6,0,0,0,0,243,3,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
357,"Gonzalo Montiel","/en/players/374d5158/Gonzalo-Montiel","ar ARG","DF","Nott'ham Forest",26,1997,8.9,386,328,57,6,1,0,16,51,0,0,0,0,292,1,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
358,"Kieffer Moore","/en/players/01ce9e70/Kieffer-Moore","wls WAL","FW,MF","Bournemouth",30,1992,1.2,42,41,1,0,0,0,2,0,0,0,0,0,28,0,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
359,"Mikey Moore","/en/players/00953a9d/Mikey-Moore","eng ENG","MF","Tottenham",15,2007,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
360,"Álex Moreno","/en/players/16e9d0ea/Alex-Moreno","es ESP","DF","Aston Villa",30,1993,11.5,542,435,106,9,0,0,37,97,0,0,0,0,428,1,33,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
361,"Carlton Morris","/en/players/2da834f1/Carlton-Morris","eng ENG","FW,MF","Luton Town",27,1995,31.8,751,719,19,1,0,2,15,3,1,0,1,0,484,13,33,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
362,"Mason Mount","/en/players/9674002f/Mason-Mount","eng ENG","MF,FW","Manchester Utd",24,1999,5.7,219,207,12,1,1,1,14,2,8,3,4,0,179,0,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
363,"Divin Mubama","/en/players/92868cb5/Divin-Mubama","eng ENG","FW","West Ham",18,2004,0.9,22,20,2,0,0,0,0,0,0,0,0,0,16,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
364,"Mykhailo Mudryk","/en/players/049a888d/Mykhailo-Mudryk","ua UKR","FW","Chelsea",22,2001,17.5,566,498,62,4,5,9,78,5,52,24,11,2,385,6,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
365,"Rodrigo Muniz","/en/players/a755db8c/Rodrigo-Muniz","br BRA","FW","Fulham",22,2001,17.7,222,207,14,0,1,1,2,0,0,0,0,0,136,1,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
366,"Daniel Muñoz","/en/players/778ef829/Daniel-Munoz","co COL","DF,MF","Crystal Palace",27,1996,16,720,573,145,4,0,0,11,141,0,0,0,0,561,2,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
367,"Finley Munroe","/en/players/36625c27/Finley-Munroe","eng ENG","MF","Aston Villa",18,2005,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
368,"Arijanet Muric","/en/players/99aa1a84/Arijanet-Muric","xk KVX","GK","Burnley",24,1998,10,585,495,85,52,0,4,0,0,0,0,0,0,404,5,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
369,"Murillo","/en/players/1704b0b8/Murillo","br BRA","DF","Nott'ham Forest",21,2002,31,1459,1377,73,42,6,18,4,3,0,0,0,0,1122,9,12,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
370,"Alex Murphy","/en/players/f1c42eb3/Alex-Murphy","ie IRL","DF,FW","Newcastle Utd",19,2004,0.1,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
371,"Jacob Murphy","/en/players/de112b84/Jacob-Murphy","eng ENG","FW,DF","Newcastle Utd",28,1995,13.2,519,478,38,8,10,0,77,18,11,7,2,0,343,3,23,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
372,"Vitaliy Mykolenko","/en/players/30d4a2e5/Vitaliy-Mykolenko","ua UKR","DF","Everton",24,1999,27.4,1166,938,225,0,2,2,56,225,0,0,0,0,869,3,35,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
373,"Marvelous Nakamba","/en/players/de5b5570/Marvelous-Nakamba","zw ZIM","MF","Luton Town",29,1994,12.6,423,404,18,14,0,5,4,3,0,0,0,0,356,1,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
374,"Michael Ndiweni","/en/players/8aff2b51/Michael-Ndiweni","eng ENG","FW","Newcastle Utd",19,2003,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
375,"Reiss Nelson","/en/players/c5bdb6e3/Reiss-Nelson","eng ENG","FW","Arsenal",23,1999,3,144,132,12,4,0,1,14,3,5,4,0,0,127,0,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
376,"Zack Nelson","/en/players/de0abf23/Zack-Nelson","eng ENG","MF,DF","Luton Town",18,2004,0.1,4,2,2,0,0,0,0,0,0,0,0,0,4,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
377,"Neto","/en/players/a9dc785c/Neto","br BRA","GK","Bournemouth",34,1989,32,1060,749,307,84,0,2,0,0,0,0,0,0,692,4,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
378,"Pedro Neto","/en/players/7ba2eaa9/Pedro-Neto","pt POR","FW,MF","Wolves",23,2000,16.8,722,645,73,23,1,5,115,14,34,16,10,2,538,4,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
379,"Moussa Niakhate","/en/players/00242715/Moussa-Niakhate","sn SEN","DF","Nott'ham Forest",27,1996,16.2,775,687,87,12,0,3,11,74,0,0,0,0,618,1,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
380,"Eddie Nketiah","/en/players/a53649b7/Eddie-Nketiah","eng ENG","FW","Arsenal",24,1999,12,215,199,16,0,3,0,5,1,0,0,0,0,168,0,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
381,"Christopher Nkunku","/en/players/7c56da38/Christopher-Nkunku","fr FRA","FW,MF","Chelsea",25,1997,4.9,183,166,16,0,3,1,4,1,3,1,0,0,159,1,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
382,"Rhys Norrington-Davies","/en/players/ca76b087/Rhys-Norrington-Davies","wls WAL","DF","Sheffield Utd",24,1999,1.2,67,55,12,1,0,1,2,11,0,0,0,0,48,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
383,"Oliver Norwood","/en/players/43439614/Oliver-Norwood","nir NIR","MF","Sheffield Utd",32,1991,16,911,813,95,55,2,8,52,1,35,5,25,2,634,3,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
384,"Matheus Nunes","/en/players/e6af02e0/Matheus-Nunes","pt POR","MF","Wolves",24,1998,2,106,97,8,4,0,0,3,2,1,1,0,0,87,1,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
385,"Matheus Nunes","/en/players/e6af02e0/Matheus-Nunes","pt POR","MF","Manchester City",24,1998,7.3,443,429,14,9,1,1,19,2,3,2,0,0,373,0,12,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
386,"Darwin Núñez","/en/players/4d77b365/Darwin-Nunez","uy URU","FW","Liverpool",24,1999,22.7,493,472,17,2,6,1,19,5,0,0,0,0,341,4,18,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
387,"Ethan Nwaneri","/en/players/7f94982c/Ethan-Nwaneri","eng ENG","FW","Arsenal",16,2007,0.2,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
388,"Christian Nørgaard","/en/players/df0a4c90/Christian-Norgaard","dk DEN","MF","Brentford",29,1994,27.8,1501,1422,73,23,8,8,22,32,1,0,0,0,1199,6,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
389,"Mark O'Mahony","/en/players/a3afdd69/Mark-OMahony","ie IRL","FW","Brighton",18,2005,0.7,16,16,0,0,0,0,0,0,0,0,0,0,13,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
390,"Dara O'Shea","/en/players/1d042188/Dara-OShea","ie IRL","DF","Burnley",24,1999,32.1,1759,1705,47,34,3,10,11,9,0,0,0,0,1393,7,19,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
391,"Michael Obafemi","/en/players/caa1a7f0/Michael-Obafemi","ie IRL","FW,MF","Burnley",23,2000,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
392,"Wilson Odobert","/en/players/35516eac/Wilson-Odobert","fr FRA","MF,FW","Burnley",18,2004,23.3,584,567,15,0,3,2,35,2,1,0,1,0,446,2,33,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
393,"Odeluga Offiah","/en/players/65c3efa2/Odeluga-Offiah","eng ENG","DF","Brighton",20,2002,1.4,80,70,9,0,0,0,3,9,0,0,0,0,63,1,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
394,"Chiedozie Ogbene","/en/players/788c0277/Chiedozie-Ogbene","ie IRL","MF,DF","Luton Town",26,1997,22.2,790,697,91,5,0,2,79,80,0,0,0,0,589,2,47,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
395,"Angelo Ogbonna","/en/players/74b2cd7e/Angelo-Ogbonna","it ITA","DF","West Ham",35,1988,7.1,214,194,20,12,0,2,0,0,0,0,0,0,171,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
396,"Michael Olakigbe","/en/players/cdd70dc0/Michael-Olakigbe","eng ENG","DF,FW","Brentford",19,2004,0.7,40,38,2,1,0,0,7,1,0,0,0,0,27,0,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
397,"Michael Olise","/en/players/c4486bac/Michael-Olise","fr FRA","FW,MF","Crystal Palace",21,2001,14.2,721,605,111,44,7,4,97,10,41,25,10,2,540,5,23,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
398,"Robin Olsen","/en/players/e7ee38c3/Robin-Olsen","se SWE","GK","Aston Villa",33,1990,4.5,203,163,40,13,0,0,0,0,0,0,0,0,165,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
