"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_minus_Ons","Succ_Take_minus_Ons","Succ_percent_Take_minus_Ons","Tkld_Take_minus_Ons","Tkld_percent_Take_minus_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Matches","url"
400,"Amadou Onana","/en/players/828657ff/Amadou-Onana","be BEL","MF","Everton",21,2001,23.2,1291,61,280,724,297,29,1291,27,12,44.4,8,29.6,657,2985,1376,21,30,5,20,10,839,39,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
401,"André Onana","/en/players/e9c0c1b2/Andre-Onana","cm CMR","GK","Manchester Utd",27,1996,38,1629,1224,1592,37,0,0,1629,1,1,100,0,0,1127,5997,3825,1,0,0,1,0,955,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
402,"Ryan One","/en/players/d4aa4582/Ryan-One","sct SCO","FW","Sheffield Utd",17,2006,0.1,2,1,1,1,1,0,2,0,0,NA,0,NA,1,11,11,1,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
403,"Tyler Onyango","/en/players/d86a1f3e/Tyler-Onyango","eng ENG","MF","Everton",20,2003,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
404,"Fred Onyedinma","/en/players/387d06b2/Fred-Onyedinma","eng ENG","DF,MF","Luton Town",26,1996,4.5,198,13,55,69,76,16,198,11,2,18.2,8,72.7,85,514,219,9,6,4,12,10,90,21,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
405,"Frank Onyeka","/en/players/2944f86f/Frank-Onyeka","ng NGA","MF","Brentford",25,1998,12.9,585,32,128,290,177,28,585,29,11,37.9,14,48.3,325,1624,593,17,15,4,33,12,336,39,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
406,"Divock Origi","/en/players/43a166b4/Divock-Origi","be BEL","FW","Nott'ham Forest",28,1995,6.7,225,3,23,103,105,26,225,24,9,37.5,12,50,144,914,409,19,9,9,16,10,172,41,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
407,"Stefan Ortega","/en/players/c1242d4e/Stefan-Ortega","de GER","GK","Manchester City",30,1992,7.1,282,213,279,3,0,0,282,0,0,NA,0,NA,193,847,480,0,0,0,0,0,187,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
408,"Ben Osborn","/en/players/79bc4c45/Ben-Osborn","eng ENG","DF,MF","Sheffield Utd",28,1994,15.2,735,37,210,315,216,9,735,14,7,50,7,50,374,1646,750,16,11,1,14,10,419,44,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
409,"Gabriel Osho","/en/players/cd889153/Gabriel-Osho","ng NGA","DF","Luton Town",24,1998,20.5,968,179,535,384,60,20,968,12,7,58.3,5,41.7,461,2186,1100,10,9,1,12,10,482,4,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
410,"William Osula","/en/players/7b355808/William-Osula","dk DEN","FW","Sheffield Utd",19,2003,8.7,200,9,24,78,104,28,200,17,3,17.6,12,70.6,108,606,224,7,8,3,32,15,140,41,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
411,"Dango Ouattara","/en/players/2f9e4435/Dango-Ouattara","bf BFA","FW,DF","Bournemouth",21,2002,13.7,783,37,210,273,317,69,783,47,21,44.7,20,42.6,365,2597,1409,47,24,18,23,12,405,90,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
412,"David Ozoh","/en/players/d00d45ab/David-Ozoh","eng ENG","MF,DF","Crystal Palace",18,2005,1.7,73,1,19,44,11,0,73,3,1,33.3,2,66.7,37,161,39,2,2,0,2,4,42,3,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
413,"João Palhinha","/en/players/a78ff07f/Joao-Palhinha","pt POR","MF","Fulham",28,1995,30,1760,120,569,967,243,41,1760,22,11,50,9,40.9,802,2836,1054,8,12,0,29,26,1015,14,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
414,"Cole Palmer","/en/players/dc7f8a28/Cole-Palmer","eng ENG","FW,MF","Chelsea",21,2002,29,1754,22,183,742,852,126,1745,104,52,50,46,44.2,1148,7236,3492,117,66,46,57,44,1362,195,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
415,"Cole Palmer","/en/players/dc7f8a28/Cole-Palmer","eng ENG","MF","Manchester City",21,2002,0.1,6,0,0,4,2,0,6,0,0,NA,0,NA,6,35,4,0,0,0,1,0,6,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
416,"Emerson Palmieri","/en/players/e0bc6fdc/Emerson-Palmieri","it ITA","DF","West Ham",28,1994,34.9,2168,168,679,988,521,39,2168,64,24,37.5,32,50,1057,5492,2790,59,47,9,36,17,1242,124,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
417,"Lucas Paquetá","/en/players/9b6f7fd5/Lucas-Paqueta","br BRA","FW,MF","West Ham",25,1997,29.1,1845,42,319,1018,533,63,1843,77,41,53.2,29,37.7,1103,4489,1771,34,40,12,72,81,1350,116,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
418,"Ben Parkinson","/en/players/32163807/Ben-Parkinson","eng ENG","FW","Newcastle Utd",18,2005,0.3,6,2,2,1,3,0,6,0,0,NA,0,NA,0,0,0,0,0,0,0,0,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
419,"Thomas Partey","/en/players/529f49ab/Thomas-Partey","gh GHA","MF,DF","Arsenal",30,1993,8.8,707,23,138,423,154,6,707,13,9,69.2,2,15.4,453,2227,1129,15,18,1,8,8,528,10,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
420,"Nathan Patterson","/en/players/230f0471/Nathan-Patterson","sct SCO","DF","Everton",21,2001,11.2,677,49,199,275,209,9,677,18,7,38.9,10,55.6,291,1263,642,17,14,4,19,6,338,39,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
421,"Myles Peart-Harris","/en/players/ea1a5662/Myles-Peart-Harris","eng ENG","DF,MF","Brentford",20,2002,0.1,11,0,1,3,7,1,11,0,0,NA,0,NA,8,64,37,2,1,0,0,2,8,1,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
422,"Sydie Peck","/en/players/767d9605/Sydie-Peck","eng ENG","MF","Sheffield Utd",18,2004,0.1,1,0,0,1,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
423,"Facundo Pellistri","/en/players/ac7e7b1c/Facundo-Pellistri","uy URU","FW,MF","Manchester Utd",21,2001,1.9,117,5,23,37,58,13,117,11,5,45.5,4,36.4,74,482,185,6,7,4,4,4,79,31,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
424,"Andreas Pereira","/en/players/6639e500/Andreas-Pereira","br BRA","MF","Fulham",27,1996,29,1516,20,161,662,703,64,1516,41,19,46.3,22,53.7,829,4460,2016,56,51,13,49,41,1013,125,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
425,"Ivan Perišić","/en/players/6fe90922/Ivan-Perisic","hr CRO","FW","Tottenham",34,1989,1.1,93,3,24,20,49,10,93,7,4,57.1,3,42.9,65,398,277,15,5,6,2,0,74,17,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
426,"Đorđe Petrović","/en/players/0cf321c8/Djordje-Petrovic","rs SRB","GK","Chelsea",23,1999,22.1,855,755,852,3,0,0,855,0,0,NA,0,NA,482,2076,1103,0,0,0,1,0,475,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
427,"Kalvin Phillips","/en/players/4f565d77/Kalvin-Phillips","eng ENG","MF","West Ham",27,1995,3.4,215,7,43,153,21,1,215,5,1,20,4,80,110,585,240,3,1,0,4,3,136,4,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
428,"Kalvin Phillips","/en/players/4f565d77/Kalvin-Phillips","eng ENG","MF","Manchester City",27,1995,1,87,3,14,52,23,1,87,3,1,33.3,2,66.7,51,402,221,7,5,1,4,2,57,3,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
429,"Jaden Philogene Bidace","/en/players/19f4d211/Jaden-Philogene-Bidace","eng ENG","FW","Aston Villa",21,2002,0,4,0,1,1,2,1,4,0,0,NA,0,NA,2,39,39,2,1,1,0,0,3,1,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
430,"Jordan Pickford","/en/players/4806ec67/Jordan-Pickford","eng ENG","GK","Everton",29,1994,38,1680,1106,1544,141,0,0,1680,1,1,100,0,0,904,6014,3889,1,0,0,0,0,773,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
431,"Ethan Pinnock","/en/players/e541326e/Ethan-Pinnock","jm JAM","DF","Brentford",30,1993,28,1768,303,1001,661,113,43,1768,10,6,60,3,30,922,5095,3160,11,5,1,11,4,1025,16,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
432,"Nick Pope","/en/players/4b40d9ca/Nick-Pope","eng ENG","GK","Newcastle Utd",31,1992,14.9,434,366,428,5,1,1,434,0,0,NA,0,NA,217,1147,633,0,0,0,0,0,172,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
433,"Pedro Porro","/en/players/27d0a506/Pedro-Porro","es ESP","DF","Tottenham",23,1999,34.3,2786,161,783,1098,929,69,2786,57,26,45.6,24,42.1,1369,5484,2925,57,46,10,37,15,1670,158,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
434,"Jarell Quansah","/en/players/4125cb98/Jarell-Quansah","eng ENG","DF","Liverpool",20,2003,13.2,1284,92,521,724,46,8,1284,7,4,57.1,3,42.9,894,4943,2497,13,10,0,3,2,952,1,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
435,"Ionuț Radu","/en/players/67f649be/Ionut-Radu","ro ROU","GK","Bournemouth",26,1997,2,70,64,70,0,0,0,70,0,0,NA,0,NA,51,215,101,0,0,0,0,0,40,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
436,"Jesurun Rak Sakyi","/en/players/45685411/Jesurun-Rak-Sakyi","eng ENG","MF,FW","Crystal Palace",20,2002,1.5,77,1,10,19,48,13,77,10,4,40,5,50,46,252,145,7,3,5,4,3,54,18,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
437,"Aaron Ramsdale","/en/players/466fb2c5/Aaron-Ramsdale","eng ENG","GK","Arsenal",25,1998,6,197,140,186,11,0,0,197,0,0,NA,0,NA,137,697,399,0,0,0,1,0,104,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
438,"Aaron Ramsey","/en/players/e1618c22/Aaron-Ramsey","eng ENG","MF,FW","Burnley",20,2003,5.9,228,15,63,102,65,9,228,10,3,30,6,60,117,514,168,8,5,4,11,10,142,17,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
439,"Jacob Ramsey","/en/players/1544f145/Jacob-Ramsey","eng ENG","FW,MF","Aston Villa",22,2001,9.5,433,10,69,178,195,47,433,20,8,40,11,55,272,1785,843,33,19,11,18,21,314,69,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
440,"Marcus Rashford","/en/players/a1d5bd30/Marcus-Rashford","eng ENG","FW","Manchester Utd",25,1997,25.2,1025,24,124,345,571,130,1023,109,48,44,53,48.6,690,4978,2393,95,51,64,59,38,799,185,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
441,"David Raya","/en/players/98ea5115/David-Raya","es ESP","GK","Arsenal",27,1995,32,1099,764,1060,39,0,0,1099,0,0,NA,0,NA,728,3442,1992,0,0,0,1,0,637,0,"Matches","https://fbref.com/en/comps/9/2023-2024/possession/2023-2024-Premier-League-Stats"
